x y habitat.cov landscape water high.water dist.to.water km.to.water
4111581 -3285263 1.02 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4112804 -3285263 1.03 Mixed.Bushwillow.Woodlands 5 1 0 0
4114028 -3285263 1.04 Mixed.Bushwillow.Woodlands 14 1 0 0
4115251 -3285263 1.05 Mixed.Bushwillow.Woodlands 8 1 0 0
4116474 -3285263 1.07 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4117697 -3285263 1.08 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4118920 -3285263 1.09 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4120143 -3285263 1.1 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4121366 -3285263 1.1 Mixed.Bushwillow.Woodlands 5 1 0 0
4122589 -3285263 1.11 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4123812 -3285263 1.12 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4125035 -3285263 1.14 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4126258 -3285263 1.17 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4127481 -3285263 1.22 Mixed.Bushwillow.Woodlands 11 1 0 0
4128704 -3285263 1.27 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4129927 -3285263 1.34 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4131150 -3285263 1.41 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4132373 -3285263 1.48 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4133596 -3285263 1.55 Sabie.Crocodile.Thorn.Thickets 0 0 3669 3.67
4134819 -3285263 1.61 Sabie.Crocodile.Thorn.Thickets 0 0 3868 3.87
4136042 -3285263 1.67 Sabie.Crocodile.Thorn.Thickets 0 0 4410 4.41
4082228 -3284040 3 Pretoriuskop.Sourveld 12 1 0 0
4083451 -3284040 3 Pretoriuskop.Sourveld 14 1 0 0
4084674 -3284040 2.99 Pretoriuskop.Sourveld 0 0 1223 1.22
4085897 -3284040 2.98 Pretoriuskop.Sourveld 11 1 0 0
4087120 -3284040 2.95 Pretoriuskop.Sourveld 12 1 0 0
4088343 -3284040 2.91 Pretoriuskop.Sourveld 5 1 0 0
4089566 -3284040 2.83 Pretoriuskop.Sourveld 1 0 1223 1.22
4090790 -3284040 2.72 Pretoriuskop.Sourveld 3 0 1223 1.22
4092013 -3284040 2.56 Pretoriuskop.Sourveld 3 0 1223 1.22
4093236 -3284040 2.35 Pretoriuskop.Sourveld 13 1 0 0
4094459 -3284040 2.11 Pretoriuskop.Sourveld 13 1 0 0
4095682 -3284040 1.86 Thorn.Veld 14 1 0 0
4096905 -3284040 1.62 Thorn.Veld 7 1 0 0
4098128 -3284040 1.42 Thorn.Veld 7 1 0 0
4099351 -3284040 1.27 Thorn.Veld 17 1 0 0
4100574 -3284040 1.16 Mixed.Bushwillow.Woodlands 6 1 0 0
4101797 -3284040 1.09 Mixed.Bushwillow.Woodlands 8 1 0 0
4103020 -3284040 1.05 Mixed.Bushwillow.Woodlands 8 1 0 0
4104243 -3284040 1.03 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4105466 -3284040 1.02 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4106689 -3284040 1.02 Mixed.Bushwillow.Woodlands 7 1 0 0
4107912 -3284040 1.02 Mixed.Bushwillow.Woodlands 5 1 0 0
4109135 -3284040 1.03 Mixed.Bushwillow.Woodlands 6 1 0 0
4110358 -3284040 1.04 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4111581 -3284040 1.05 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4112804 -3284040 1.06 Mixed.Bushwillow.Woodlands 8 1 0 0
4114028 -3284040 1.07 Mixed.Bushwillow.Woodlands 5 1 0 0
4115251 -3284040 1.09 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4116474 -3284040 1.11 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4117697 -3284040 1.13 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4118920 -3284040 1.15 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4120143 -3284040 1.16 Mixed.Bushwillow.Woodlands 6 1 0 0
4121366 -3284040 1.17 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4122589 -3284040 1.18 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4123812 -3284040 1.19 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4125035 -3284040 1.21 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4126258 -3284040 1.25 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4127481 -3284040 1.29 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4128704 -3284040 1.35 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4129927 -3284040 1.41 Mixed.Bushwillow.Woodlands 5 1 0 0
4131150 -3284040 1.48 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4132373 -3284040 1.55 Sabie.Crocodile.Thorn.Thickets 0 0 2446 2.45
4133596 -3284040 1.62 Sabie.Crocodile.Thorn.Thickets 0 0 3669 3.67
4134819 -3284040 1.67 Sabie.Crocodile.Thorn.Thickets 0 0 4892 4.89
4081005 -3282816 3 Pretoriuskop.Sourveld 7 1 0 0
4082228 -3282816 3 Pretoriuskop.Sourveld 11 1 0 0
4083451 -3282816 3 Pretoriuskop.Sourveld 14 1 0 0
4084674 -3282816 2.99 Pretoriuskop.Sourveld 8 1 0 0
4085897 -3282816 2.98 Pretoriuskop.Sourveld 9 1 0 0
4087120 -3282816 2.95 Pretoriuskop.Sourveld 10 1 0 0
4088343 -3282816 2.9 Pretoriuskop.Sourveld 3 0 1223 1.22
4089566 -3282816 2.82 Pretoriuskop.Sourveld 6 1 0 0
4090790 -3282816 2.7 Pretoriuskop.Sourveld 5 1 0 0
4092013 -3282816 2.54 Pretoriuskop.Sourveld 8 1 0 0
4093236 -3282816 2.32 Pretoriuskop.Sourveld 4 0 1223 1.22
4094459 -3282816 2.08 Pretoriuskop.Sourveld 3 0 1223 1.22
4095682 -3282816 1.83 Thorn.Veld 2 0 1223 1.22
4096905 -3282816 1.6 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4098128 -3282816 1.4 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4099351 -3282816 1.25 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4100574 -3282816 1.15 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4101797 -3282816 1.09 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4103020 -3282816 1.06 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4104243 -3282816 1.04 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4105466 -3282816 1.04 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4106689 -3282816 1.04 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4107912 -3282816 1.05 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4109135 -3282816 1.05 Mixed.Bushwillow.Woodlands 5 1 0 0
4110358 -3282816 1.07 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4111581 -3282816 1.08 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4112804 -3282816 1.1 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4114028 -3282816 1.12 Mixed.Bushwillow.Woodlands 8 1 0 0
4115251 -3282816 1.15 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4116474 -3282816 1.18 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4117697 -3282816 1.2 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4118920 -3282816 1.23 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4120143 -3282816 1.24 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4121366 -3282816 1.26 Mixed.Bushwillow.Woodlands 5 1 0 0
4122589 -3282816 1.27 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4123812 -3282816 1.28 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4125035 -3282816 1.31 Mixed.Bushwillow.Woodlands 1 0 3459 3.46
4126258 -3282816 1.34 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4127481 -3282816 1.38 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4128704 -3282816 1.44 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4129927 -3282816 1.5 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4131150 -3282816 1.56 Sabie.Crocodile.Thorn.Thickets 0 0 1730 1.73
4132373 -3282816 1.62 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4133596 -3282816 1.68 Sabie.Crocodile.Thorn.Thickets 0 0 3868 3.87
4134819 -3282816 1.73 Sabie.Crocodile.Thorn.Thickets 0 0 5043 5.04
4081005 -3281593 3 Pretoriuskop.Sourveld 2 0 1223 1.22
4082228 -3281593 3 Pretoriuskop.Sourveld 4 0 1223 1.22
4083451 -3281593 2.99 Pretoriuskop.Sourveld 12 1 0 0
4084674 -3281593 2.99 Pretoriuskop.Sourveld 10 1 0 0
4085897 -3281593 2.97 Pretoriuskop.Sourveld 1 0 1223 1.22
4087120 -3281593 2.95 Pretoriuskop.Sourveld 10 1 0 0
4088343 -3281593 2.9 Pretoriuskop.Sourveld 2 0 1223 1.22
4089566 -3281593 2.81 Pretoriuskop.Sourveld 3 0 1223 1.22
4090790 -3281593 2.68 Pretoriuskop.Sourveld 6 1 0 0
4092013 -3281593 2.51 Pretoriuskop.Sourveld 13 1 0 0
4093236 -3281593 2.3 Pretoriuskop.Sourveld 2 0 1223 1.22
4094459 -3281593 2.05 Pretoriuskop.Sourveld 3 0 2446 2.45
4095682 -3281593 1.8 Thorn.Veld 1 0 1730 1.73
4096905 -3281593 1.58 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4098128 -3281593 1.39 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4099351 -3281593 1.25 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4100574 -3281593 1.15 Mixed.Bushwillow.Woodlands 5 1 0 0
4101797 -3281593 1.1 Mixed.Bushwillow.Woodlands 5 1 0 0
4103020 -3281593 1.07 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4104243 -3281593 1.06 Mixed.Bushwillow.Woodlands 3 0 2446 2.45
4105466 -3281593 1.07 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4106689 -3281593 1.07 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4107912 -3281593 1.08 Mixed.Bushwillow.Woodlands 4 0 1730 1.73
4109135 -3281593 1.1 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4110358 -3281593 1.11 Mixed.Bushwillow.Woodlands 8 1 0 0
4111581 -3281593 1.13 Mixed.Bushwillow.Woodlands 5 1 0 0
4112804 -3281593 1.16 Mixed.Bushwillow.Woodlands 10 1 0 0
4114028 -3281593 1.19 Mixed.Bushwillow.Woodlands 15 1 0 0
4115251 -3281593 1.23 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4116474 -3281593 1.26 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4117697 -3281593 1.3 Mixed.Bushwillow.Woodlands 2 0 3459 3.46
4118920 -3281593 1.33 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4120143 -3281593 1.35 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4121366 -3281593 1.36 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4122589 -3281593 1.38 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4123812 -3281593 1.39 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4125035 -3281593 1.41 Mixed.Bushwillow.Woodlands 1 0 3669 3.67
4126258 -3281593 1.44 Mixed.Bushwillow.Woodlands 1 0 3868 3.87
4127481 -3281593 1.48 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4128704 -3281593 1.53 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4129927 -3281593 1.58 Sabie.Crocodile.Thorn.Thickets 0 0 2446 2.45
4131150 -3281593 1.64 Sabie.Crocodile.Thorn.Thickets 0 0 2446 2.45
4132373 -3281593 1.69 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4133596 -3281593 1.74 Sabie.Crocodile.Thorn.Thickets 0 0 3459 3.46
4134819 -3281593 1.79 Sabie.Crocodile.Thorn.Thickets 0 0 4410 4.41
4081005 -3280370 3 Pretoriuskop.Sourveld 5 1 0 0
4082228 -3280370 3 Pretoriuskop.Sourveld 12 1 0 0
4083451 -3280370 2.99 Pretoriuskop.Sourveld 8 1 0 0
4084674 -3280370 2.99 Pretoriuskop.Sourveld 0 0 1223 1.22
4085897 -3280370 2.97 Pretoriuskop.Sourveld 3 0 1223 1.22
4087120 -3280370 2.94 Pretoriuskop.Sourveld 10 1 0 0
4088343 -3280370 2.89 Pretoriuskop.Sourveld 1 0 1223 1.22
4089566 -3280370 2.8 Pretoriuskop.Sourveld 2 0 1223 1.22
4090790 -3280370 2.67 Pretoriuskop.Sourveld 6 1 0 0
4092013 -3280370 2.49 Pretoriuskop.Sourveld 7 1 0 0
4093236 -3280370 2.27 Pretoriuskop.Sourveld 3 0 1223 1.22
4094459 -3280370 2.02 Pretoriuskop.Sourveld 1 0 1223 1.22
4095682 -3280370 1.78 Thorn.Veld 1 0 1223 1.22
4096905 -3280370 1.55 Mixed.Bushwillow.Woodlands 7 1 0 0
4098128 -3280370 1.37 Mixed.Bushwillow.Woodlands 6 1 0 0
4099351 -3280370 1.24 Mixed.Bushwillow.Woodlands 5 1 0 0
4100574 -3280370 1.16 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4101797 -3280370 1.11 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4103020 -3280370 1.1 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4104243 -3280370 1.1 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4105466 -3280370 1.11 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4106689 -3280370 1.12 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4107912 -3280370 1.14 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4109135 -3280370 1.16 Mixed.Bushwillow.Woodlands 5 1 0 0
4110358 -3280370 1.18 Mixed.Bushwillow.Woodlands 10 1 0 0
4111581 -3280370 1.21 Mixed.Bushwillow.Woodlands 5 1 0 0
4112804 -3280370 1.24 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4114028 -3280370 1.28 Mixed.Bushwillow.Woodlands 10 1 0 0
4115251 -3280370 1.32 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4116474 -3280370 1.36 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4117697 -3280370 1.4 Sabie.Crocodile.Thorn.Thickets 0 0 3669 3.67
4118920 -3280370 1.44 Sabie.Crocodile.Thorn.Thickets 1 0 3459 3.46
4120143 -3280370 1.46 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4121366 -3280370 1.48 Sabie.Crocodile.Thorn.Thickets 3 0 2446 2.45
4122589 -3280370 1.49 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4123812 -3280370 1.51 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4125035 -3280370 1.53 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4126258 -3280370 1.55 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4127481 -3280370 1.59 Sabie.Crocodile.Thorn.Thickets 0 0 3459 3.46
4128704 -3280370 1.63 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4129927 -3280370 1.67 Sabie.Crocodile.Thorn.Thickets 0 0 1730 1.73
4131150 -3280370 1.72 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4132373 -3280370 1.76 Sabie.Crocodile.Thorn.Thickets 0 0 1730 1.73
4133596 -3280370 1.8 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4081005 -3279147 3 Pretoriuskop.Sourveld 2 0 1223 1.22
4082228 -3279147 3 Pretoriuskop.Sourveld 9 1 0 0
4083451 -3279147 2.99 Pretoriuskop.Sourveld 7 1 0 0
4084674 -3279147 2.99 Pretoriuskop.Sourveld 8 1 0 0
4085897 -3279147 2.97 Pretoriuskop.Sourveld 1 0 1223 1.22
4087120 -3279147 2.94 Pretoriuskop.Sourveld 5 1 0 0
4088343 -3279147 2.88 Pretoriuskop.Sourveld 2 0 1223 1.22
4089566 -3279147 2.78 Pretoriuskop.Sourveld 2 0 1730 1.73
4090790 -3279147 2.65 Pretoriuskop.Sourveld 1 0 1223 1.22
4092013 -3279147 2.46 Pretoriuskop.Sourveld 6 1 0 0
4093236 -3279147 2.24 Pretoriuskop.Sourveld 5 1 0 0
4094459 -3279147 1.99 Thorn.Veld 6 1 0 0
4095682 -3279147 1.75 Thorn.Veld 10 1 0 0
4096905 -3279147 1.54 Thorn.Veld 2 0 1223 1.22
4098128 -3279147 1.36 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4099351 -3279147 1.24 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4100574 -3279147 1.17 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4101797 -3279147 1.14 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4103020 -3279147 1.14 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4104243 -3279147 1.15 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4105466 -3279147 1.17 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4106689 -3279147 1.2 Mixed.Bushwillow.Woodlands 11 1 0 0
4107912 -3279147 1.22 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4109135 -3279147 1.24 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4110358 -3279147 1.27 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4111581 -3279147 1.3 Mixed.Bushwillow.Woodlands 6 1 0 0
4112804 -3279147 1.34 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4114028 -3279147 1.38 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4115251 -3279147 1.43 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4116474 -3279147 1.47 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4117697 -3279147 1.52 Sabie.Crocodile.Thorn.Thickets 2 0 3868 3.87
4118920 -3279147 1.55 Sabie.Crocodile.Thorn.Thickets 3 0 4410 4.41
4120143 -3279147 1.58 Sabie.Crocodile.Thorn.Thickets 2 0 3868 3.87
4121366 -3279147 1.6 Sabie.Crocodile.Thorn.Thickets 2 0 3669 3.67
4122589 -3279147 1.61 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4123812 -3279147 1.62 Sabie.Crocodile.Thorn.Thickets 1 0 1730 1.73
4125035 -3279147 1.64 Sabie.Crocodile.Thorn.Thickets 2 0 1223 1.22
4126258 -3279147 1.66 Sabie.Crocodile.Thorn.Thickets 2 0 1730 1.73
4127481 -3279147 1.68 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4128704 -3279147 1.72 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4129927 -3279147 1.75 Sabie.Crocodile.Thorn.Thickets 3 0 1223 1.22
4131150 -3279147 1.78 Sabie.Crocodile.Thorn.Thickets 5 1 0 0
4132373 -3279147 1.82 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4133596 -3279147 1.85 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4081005 -3277924 3 Pretoriuskop.Sourveld 5 1 0 0
4082228 -3277924 3 Pretoriuskop.Sourveld 9 1 0 0
4083451 -3277924 2.99 Pretoriuskop.Sourveld 2 0 1223 1.22
4084674 -3277924 2.98 Pretoriuskop.Sourveld 3 0 1223 1.22
4085897 -3277924 2.97 Pretoriuskop.Sourveld 2 0 1223 1.22
4087120 -3277924 2.93 Pretoriuskop.Sourveld 7 1 0 0
4088343 -3277924 2.87 Pretoriuskop.Sourveld 2 0 1223 1.22
4089566 -3277924 2.77 Pretoriuskop.Sourveld 3 0 2446 2.45
4090790 -3277924 2.63 Pretoriuskop.Sourveld 3 0 1223 1.22
4092013 -3277924 2.44 Pretoriuskop.Sourveld 5 1 0 0
4093236 -3277924 2.22 Pretoriuskop.Sourveld 2 0 1223 1.22
4094459 -3277924 1.97 Thorn.Veld 6 1 0 0
4095682 -3277924 1.73 Thorn.Veld 1 0 1223 1.22
4096905 -3277924 1.52 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4098128 -3277924 1.36 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4099351 -3277924 1.26 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4100574 -3277924 1.2 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4101797 -3277924 1.18 Mixed.Bushwillow.Woodlands 5 1 0 0
4103020 -3277924 1.19 Mixed.Bushwillow.Woodlands 8 1 0 0
4104243 -3277924 1.22 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4105466 -3277924 1.25 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4106689 -3277924 1.29 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4107912 -3277924 1.32 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4109135 -3277924 1.35 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4110358 -3277924 1.38 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4111581 -3277924 1.41 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4112804 -3277924 1.45 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4114028 -3277924 1.5 Mixed.Bushwillow.Woodlands 3 0 2446 2.45
4115251 -3277924 1.54 Mixed.Bushwillow.Woodlands 4 0 2735 2.73
4116474 -3277924 1.59 Sabie.Crocodile.Thorn.Thickets 2 0 3459 3.46
4117697 -3277924 1.63 Sabie.Crocodile.Thorn.Thickets 2 0 3868 3.87
4118920 -3277924 1.66 Sabie.Crocodile.Thorn.Thickets 1 0 3669 3.67
4120143 -3277924 1.69 Sabie.Crocodile.Thorn.Thickets 3 0 3868 3.87
4121366 -3277924 1.71 Sabie.Crocodile.Thorn.Thickets 2 0 3669 3.67
4122589 -3277924 1.72 Sabie.Crocodile.Thorn.Thickets 0 0 2446 2.45
4123812 -3277924 1.73 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4125035 -3277924 1.74 Sabie.Crocodile.Thorn.Thickets 5 1 0 0
4126258 -3277924 1.75 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4127481 -3277924 1.77 Sabie.Crocodile.Thorn.Thickets 0 0 2446 2.45
4128704 -3277924 1.79 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4129927 -3277924 1.82 Sabie.Crocodile.Thorn.Thickets 0 0 1730 1.73
4131150 -3277924 1.84 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4132373 -3277924 1.87 Sabie.Crocodile.Thorn.Thickets 0 0 1730 1.73
4079782 -3276701 3 Pretoriuskop.Sourveld 1 0 1730 1.73
4081005 -3276701 3 Pretoriuskop.Sourveld 2 0 1223 1.22
4082228 -3276701 3 Pretoriuskop.Sourveld 2 0 1223 1.22
4083451 -3276701 2.99 Pretoriuskop.Sourveld 0 0 1223 1.22
4084674 -3276701 2.98 Pretoriuskop.Sourveld 1 0 1223 1.22
4085897 -3276701 2.96 Pretoriuskop.Sourveld 8 1 0 0
4087120 -3276701 2.93 Pretoriuskop.Sourveld 6 1 0 0
4088343 -3276701 2.87 Pretoriuskop.Sourveld 1 0 1223 1.22
4089566 -3276701 2.77 Pretoriuskop.Sourveld 4 0 1730 1.73
4090790 -3276701 2.62 Pretoriuskop.Sourveld 3 0 1223 1.22
4092013 -3276701 2.43 Pretoriuskop.Sourveld 7 1 0 0
4093236 -3276701 2.2 Pretoriuskop.Sourveld 1 0 1223 1.22
4094459 -3276701 1.96 Thorn.Veld 4 0 1223 1.22
4095682 -3276701 1.72 Mixed.Bushwillow.Woodlands 8 1 0 0
4096905 -3276701 1.52 Mixed.Bushwillow.Woodlands 9 1 0 0
4098128 -3276701 1.37 Mixed.Bushwillow.Woodlands 9 1 0 0
4099351 -3276701 1.28 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4100574 -3276701 1.24 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4101797 -3276701 1.24 Mixed.Bushwillow.Woodlands 5 1 0 0
4103020 -3276701 1.26 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4104243 -3276701 1.3 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4105466 -3276701 1.35 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4106689 -3276701 1.39 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4107912 -3276701 1.43 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4109135 -3276701 1.46 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4110358 -3276701 1.5 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4111581 -3276701 1.53 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4112804 -3276701 1.57 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4114028 -3276701 1.61 Sabie.Crocodile.Thorn.Thickets 0 0 3459 3.46
4115251 -3276701 1.65 Sabie.Crocodile.Thorn.Thickets 3 0 3868 3.87
4116474 -3276701 1.69 Sabie.Crocodile.Thorn.Thickets 1 0 3459 3.46
4117697 -3276701 1.73 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4118920 -3276701 1.76 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4120143 -3276701 1.78 Sabie.Crocodile.Thorn.Thickets 3 0 2735 2.73
4121366 -3276701 1.8 Sabie.Crocodile.Thorn.Thickets 1 0 3459 3.46
4122589 -3276701 1.81 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4123812 -3276701 1.81 Sabie.Crocodile.Thorn.Thickets 3 0 1223 1.22
4125035 -3276701 1.82 Sabie.Crocodile.Thorn.Thickets 6 1 0 0
4126258 -3276701 1.83 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4127481 -3276701 1.84 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4128704 -3276701 1.86 Sabie.Crocodile.Thorn.Thickets 1 0 1730 1.73
4129927 -3276701 1.87 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4131150 -3276701 1.89 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4079782 -3275478 3 Pretoriuskop.Sourveld 3 0 1223 1.22
4081005 -3275478 3 Pretoriuskop.Sourveld 8 1 0 0
4082228 -3275478 3 Pretoriuskop.Sourveld 5 1 0 0
4083451 -3275478 2.99 Pretoriuskop.Sourveld 6 1 0 0
4084674 -3275478 2.98 Pretoriuskop.Sourveld 4 0 1223 1.22
4085897 -3275478 2.96 Pretoriuskop.Sourveld 5 1 0 0
4087120 -3275478 2.93 Pretoriuskop.Sourveld 2 0 1223 1.22
4088343 -3275478 2.86 Pretoriuskop.Sourveld 8 1 0 0
4089566 -3275478 2.76 Pretoriuskop.Sourveld 1 0 1223 1.22
4090790 -3275478 2.62 Pretoriuskop.Sourveld 4 0 1223 1.22
4092013 -3275478 2.43 Pretoriuskop.Sourveld 1 0 1223 1.22
4093236 -3275478 2.2 Pretoriuskop.Sourveld 1 0 1730 1.73
4094459 -3275478 1.96 Thorn.Veld 2 0 1730 1.73
4095682 -3275478 1.73 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4096905 -3275478 1.54 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
